Inventory_Name,Area,Unit_Proses,Tipe,Material,Nilai,Satuan,Kategori
Oil & Gas,Hasanudin,Pompa,Output,waste,3.07,kg,Waste
Oil & Gas,Makasar,Pompa,Output,waste,224.00,kg,Waste
Oil & Gas,Hasanudin,Refueller,Output,waste,389.00,kg,Waste
Oil & Gas,Hasanudin,Refueller,Output,waste,2.00,kg,Waste
Oil & Gas,Makasar,Storage Tank,Output,waste,224.00,kg,Waste
Oil & Gas,Adi Sumarno,Storage Tank,Output,waste,1.50,kg,Waste
Oil & Gas,Hasanudin,Storage Tank,Output,waste,3.00,kg,Waste
Palm Oil_Mill,Asian Agri,Boiler,Input,waste,"17,660,850.00",kg,Energy
Palm Oil_Mill,Asian Agri,Ripple Mill,Output,waste,"6,007.00",kg,Waste
Palm Oil_Mill,Asian Agri,Ripple Mill,Output,waste,"2,754,310.00",kg,Waste
Palm Oil_Mill,Asian Agri,Kolam Limbah,Input,Waste water (from Digester),160.00,kg,Raw material
Palm Oil_Refinery,Apical,WTP,Input,wastewater,207.22,m3,BBM
Oil & Gas,Boyolali,Kolam Limbah,Output,wastewater,575.00,kg,Emisi ke air
Oil & Gas,Hasanudin,Oil Catcher,Output,wastewater,415.88,m3,Emisi ke air
Oil & Gas,Boyolali,Oil Catcher,Output,wastewater,375.00,kg,Emisi ke air
Oil & Gas,FT Rewulu,Oil Catcher,Output,wastewater,709.00,m3,Emisi ke air
Oil & Gas,Bitung,Oil Catcher,Output,wastewater,"45,6",m3,Emisi ke air
Oil & Gas,Makasar,Oil Catcher,Output,wastewater,85.70,m3,Emisi ke air
Oil & Gas,FT Rewulu,WTP,Output,wastewater,"1,840.00",m3,Emisi ke air
Oil & Gas,Maos,Kolam Limbah,Input,wastewater,195.00,kg,Material
Oil & Gas,Ahmad Yani,Kolam Limbah,Input,wastewater,0.12,kg,Material
Oil & Gas,Hasanudin,Kolam Limbah,Input,wastewater,232.24,m3,Material
Oil & Gas,Adi Sumarno,Kolam Limbah,Input,wastewater,54.68,kg,Material
Oil & Gas,Hasanudin,Kolam Limbah,Output,wastewater,232.24,m3,Material
Oil & Gas,Maos,Oil Catcher,Output,wastewater,726.00,kg,Material
Oil & Gas,Ahmad Yani,Oil Catcher,Output,wastewater,0.34,m3,Material
Oil & Gas,Adi Sumarno,Oil Catcher,Output,wastewater,23.18,m3,Material
Oil & Gas,Ahmad Yani,Perkantoran,Output,wastewater,"1,001,000.00",kg,Material
Oil & Gas,Adi Sumarno,Perkantoran,Output,wastewater,54.68,kg,Material
Oil & Gas,Hasanudin,Perkantoran,Output,wastewater,232.24,m3,Material
Oil & Gas,Maos,Perkantoran,Output,wastewater,195.00,kg,Material
Oil & Gas,Ahmad Yani,Refueller,Output,wastewater,"29,281.00",kg,Material
Oil & Gas,Makasar,Genset,Output,wastewater,58.00,kg,Waste
Oil & Gas,Bitung,Genset,Output,wastewater,20.00,kg,Waste
Oil & Gas,Maos,Genset,Output,wastewater,100.00,kg,Waste
Oil & Gas,Maos,Kolam Limbah,Output,wastewater,195.00,kg,Waste
Oil & Gas,Ahmad Yani,Kolam Limbah,Output,wastewater,0.12,kg,Waste
Oil & Gas,Adi Sumarno,Kolam Limbah,Output,wastewater,54.68,kg,Waste
Oil & Gas,Adi Sumarno,Kolam Limbah,Output,wastewater,54.68,kg,Waste
Oil & Gas,Makasar,Mobil Tangki,Output,wastewater,58.00,kg,Waste
Oil & Gas,Bitung,Mobil Tangki,Output,wastewater,20.00,kg,Waste
Oil & Gas,Adi Sucipto,Oil Catcher,Output,wastewater,"122,935.64",kg,Waste
Oil & Gas,Adi Sucipto,Oil Catcher,Output,wastewater,"122,935.64",kg,Waste
Oil & Gas,Bitung,Perkantoran,Output,wastewater,"1,748.00",m3,Waste
Oil & Gas,Adi Sucipto,Perkantoran,Output,wastewater,900.00,kg,Waste
Oil & Gas,Maos,Pompa,Output,wastewater,100.00,kg,Waste
Oil & Gas,Cilacap,Storage Tank,Output,wastewater,"14,710.00",kg,Waste
Oil & Gas,FT Rewulu,Storage Tank,Output,wastewater,"14,700.00",kg,Waste
Oil & Gas,Adi Sucipto,Storage Tank,Output,wastewater,"14,750.00",kg,Waste
Oil & Gas,Adi Sucipto,Use Stage,Output,wastewater,900.00,kg,Waste
Palm Oil_Mill,Asian Agri,Continuous Settling Tank (CST),Output,wastewater,"23,231,270.00",kg,Waste
Palm Oil_Mill,Asian Agri,Digester,Output,wastewater,"154,331.00",kg,Waste
Palm Oil_Mill,Asian Agri,Digester,Input,wastewater,"154,331.00",kg,Raw material
Palm Oil_Mill,Asian Agri,Digester,Input,wastewater,"21,027,270.00",kg,Raw material
Palm Oil_Mill,Asian Agri,Segregation Station,Output,wastewater,"154,331.00",kg,Waste
Palm Oil_Mill,Asian Agri,Sludge Tank & Separator,Input,wastewater,"23,231,270.00",kg,Waste
Palm Oil_Mill,Asian Agri,Sludge Tank & Separator,Output,wastewater,"21,027,270.00",kg,Waste
Palm Oil_Mill,Bumitama Gunajaya,Boiler,Input,Water (for process Boiler),1.625.316,kg,Raw Material
Palm Oil_Mill,Bumitama Gunajaya,Boiler,Input,Water (for process Boiler),122.98,kg,Raw Material
